number,label,status,composite,computational_handle,counterexample_reachable,accessibility,depth_required,problem_type,attack_vector,rationale,statement
376,#376,open,70.0,5,1,5,3,existence,"Search for n where binomial(2n,n) is coprime to 105=3*5*7 using Kummer's theorem; check n in ranges up to millions to find pattern or density","Objects are elementary (central binomial coefficients, coprimality to 105=3×5×7), and Kummer's theorem reduces the coprimality condition to digit conditions in bases 3,5,7 simultaneously. Computational search can find many examples and suggest density, but proving infinitely many exist likely requires a argument about simultaneous carry-free conditions across multiple bases.",Are there infinitely many $n$ such that $\binom{2n}{n}$ is coprime to $105$?
850,#850,open,70.0,5,1,5,3,existence,"Search over pairs (x,y) with x<y sharing radical, check if rad(x+1)=rad(y+1) and rad(x+2)=rad(y+2); this is an existence problem so code would find a solution if one exists","Objects are entirely elementary (integers, prime factors), and a direct computational search over pairs sharing the same radical can be run easily. However this is an existence question so 'counterexample_reachable' doesn't apply in the usual sense; finding a witness resolves it positively, but proving none exist requires deep number theory (likely related to ABC conjecture or S-unit equations).","Can there exist two distinct integers $x$ and $y$ such that $x, y$ have the same prime factors, $x + 1, y + 1$ have the same prime factors, and $x + 2, y + 2$ also have the same prime factors?"
11135,#11135,open,70.0,5,2,5,1,universal,Iterate f from each starting value m up to large N (e.g. 10^18) and verify all reach 1 - this is essentially the Collatz conjecture in compressed form,"This is a well-known reformulation of the Collatz (3n+1) conjecture, which has been verified computationally up to ~10^20 but remains open; counterexamples would need to be astronomically large or involve cycles not yet found. Computational search strongly confirms but cannot resolve it, and it almost certainly requires a deep new idea.",Define $f : \mathbb{N} \to \mathbb{N}$ by $f(n) = n/2$ if $n$ is even and $f(n) = \frac{3n+1}{2}$ if $n$ is odd. Given any integer $m \geq 1$ does there exist $k \geq 1$ such that $f^{(k)}(m) = 1$?
342,#342,open,69.0,5,2,4,2,other,"Implement the greedy sequence construction and compute thousands of terms; analyze difference sequences for periodicity and count pairs (a, a+2)","The sequence is purely defined by elementary integer arithmetic and can be computed directly for many terms, making computational exploration very feasible. However, the questions asked (periodic differences, density, infinitely many twin pairs) are analytic/asymptotic in nature and unlikely to be resolved by finite computation alone.","With $a_1 = 1$ and $a_2 = 2$ let $a_{n+1}$ for $n \geq 2$ be the least integer $> a_n$ which can be expressed uniquely as $a_i + a_j$ for $i < j \leq n$. What can be said about this sequence? Do infinitely many pairs $a, a + 2$ occur? Does this sequence eventually have periodic differences? Is the density 0?"
828,#828,open,69.0,4,2,5,3,universal,"For each small value of a, enumerate n up to 10^7 and check phi(n) | n+a; look for infinite parametric families (e.g., n=2^k type constructions) for each a.","Objects are completely elementary (Euler's phi, divisibility) and small cases are directly computable. The challenge is proving infinitely many solutions exist for ALL a, which likely needs a construction argument but computational experiments can strongly suggest families.","Is it true that, for any $a \in \mathbb{Z}$, there are infinitely many $n$ such that $\phi(n) \mid n + a$?"
243,#243,,68.0,4,3,4,2,universal,Enumerate sequences satisfying a_n/a_{n-1}^2 -> 1 with rational sum; check if Sylvester-type sequences are essentially the only ones computationally for small starting values,"The objects are elementary integer sequences and rational sums, making this accessible. Computational search can explore candidate sequences with small starting values to test whether deviations from the recurrence a_n = a_{n-1}^2 - a_{n-1} + 1 are possible while maintaining rationality of the sum, though proving the result requires deep analytic/algebraic number theory.","Let $1 \leq a_1 < a_2 < \cdots$ be a sequence of integers such that \[\lim_{n \to \infty} \frac{a_n}{a_{n-1}^2} = 1\] and $\sum \frac{1}{a_n} \in \mathbb{Q}$. Then, for all sufficiently large $n \geq 1$, \[a_n = a_{n-1}^2 - a_{n-1} + 1.\]"
288,#288,open,68.0,4,3,4,2,universal,"Enumerate all pairs of integer intervals [a,b],[c,d] with small endpoints and check if the sum of reciprocals is an integer; known solutions include [1,1]+[2,3] type cases","The objects are elementary (sums of unit fractions over integer intervals), and finite computation can find all small solutions and assess plausibility. However, proving finiteness or finding a large counterexample likely requires analytic number theory (p-adic or Korselt-type arguments), making it non-trivial despite accessible statement.","Is it true that there are only finitely many pairs of intervals $I_1, I_2$ such that \[\sum_{n_1 \in I_1} \frac{1}{n_1} + \sum_{n_2 \in I_2} \frac{1}{n_2} \in \mathbb{N}?\]"
327,#327,open,68.0,4,3,4,2,universal,"Enumerate maximal sets A in {1,...,N} for small N (say N up to 1000) satisfying a+b∤ab, compare sizes to odd-number baseline, and test the 2ab variant for density o(N).","The condition a+b∤ab is elementary (note it's equivalent to 1/a+1/b∉ℤ, i.e., neither divides the other in a specific sense) and checkable by brute force for small N. The question of whether density can exceed ~N/2 or drop to o(N) in the second variant is experimentally approachable, though proving density results likely needs analytic number theory.","Suppose $A \subseteq \{1,\ldots,N\}$ is such that if $a, b \in A$ and $a \neq b$ then $a + b \nmid ab$. Can $A$ be 'substantially more' than the odd numbers? What if $a, b \in A$ with $a \neq b$ implies $a + b \nmid 2ab$? Must $|A| = o(N)$?"
365,#365,open,68.0,4,3,4,2,universal,"Enumerate powerful numbers up to 10^12, find consecutive pairs, check if at least one is a perfect square; compile list of exceptions","Powerful numbers (every prime factor appears squared) are elementary objects and consecutive powerful pairs can be enumerated computationally, making small-case experiments feasible. However, the deeper question (Pell equation characterization and logarithmic count bound) likely requires number-theoretic input beyond computation, and known sporadic examples like (8,9) and (288,289) suggest the pattern may hold but a proof seems hard.","Do all pairs of consecutive powerful numbers $n$ and $n + 1$ come from solutions to Pell equations? In other words, must either $n$ or $n + 1$ be a square? Is the number of such $n \le x$ bounded by $(\log x)^{O(1)}?"
455,#455,open,68.0,4,3,4,2,universal,"Computationally search for sequences of primes with non-decreasing gaps that grow as slowly as possible (e.g., greedy: always pick the smallest prime maintaining the gap condition) and measure q_n/n^2 growth empirically.","The objects are elementary (primes, gaps) and small cases are fully computable: one can greedily construct the slowest-growing such sequence and check whether q_n/n^2 diverges or stays bounded. However, proving the result likely requires deep analytic number theory about prime gaps, so computation can inform but not resolve it.",Let $q_1 < q_2 < \cdots$ be a sequence of primes such that \[q_{n+1} - q_n \geq q_n - q_{n-1}.\] Must \[\lim_{n} \frac{q_n}{n^2} = \infty?\]
680,#680,open,68.0,4,3,4,2,universal,"For each n up to 10^6, compute p(n+k) for k=1,2,... and check if any k satisfies p(n+k)>k^2+1; look for n where no such k exists","The objects (least prime factor, small primes) are elementary and directly computable, making experiments feasible. However the problem has two parts with opposite directions and the asymptotic threshold question likely requires deep analytic number theory (smooth numbers, Jacobsthal gaps), so computational evidence can inform but not resolve it.","Is it true that, for all sufficiently large $n$, there exists some $k$ such that $$p(n + k) > k^2 + 1,$$ where $p(m)$ denotes the least prime factor of $m$? Can one prove this is false if we replace $k^2 + 1$ by $e^{(1+\varepsilon)\sqrt{k}} + C_{\varepsilon}$, for all $\varepsilon > 0$, where $C_{\varepsilon} > 0$ is some constant?"
683,#683,open,68.0,4,3,4,2,universal,"Compute P(C(n,k)) for all 1<=k<=n up to n~10000, check if any (n,k) violates the bound for small positive c (e.g. c=0.1), and find the worst-case ratio to estimate the best possible c.","The objects are elementary (binomial coefficients, largest prime factor) and small cases are directly computable. However, finding a counterexample is unlikely since this is likely true but hard to prove; computation can strongly inform the constant c and check for near-violations.","Is it true that for every $1 \leq k \leq n$ the largest prime divisor of $\binom{n}{k}$, say $P\left(\binom{n}{k}\right)$, satisfies \[P\left(\binom{n}{k}\right) \geq \min(n - k + 1, k^{1+c})\] for some constant $c > 0$?"
693,#693,open,68.0,4,3,4,2,universal,"For fixed k (e.g. k=2,3), enumerate integers in [n,n^k] that have a divisor in (n,2n) for moderate n (say n up to 10^4), compute all gaps, and look for the maximum gap growth rate vs log n.","The objects are elementary (integers, divisors, intervals) and gaps can be directly computed for moderate n, giving strong experimental evidence about whether max gaps are polylogarithmic. However, proving the bound likely requires deep analytic number theory (distribution of smooth numbers, sieve methods), so depth required is low.","Let $k \geq 2$ and $n$ be sufficiently large depending on $k$. Let $A = \{a_1 < a_2 < \cdots\}$ be the set of those integers in $[n, n^k]$ which have a divisor in $(n, 2n)$. Estimate $$\max_i a_{i+1} - a_i.$$ Is this $\leq (\log n)^{O(1)}$?"
700,#700,open,68.0,4,3,4,2,other,"Compute f(n) for composite n up to 10^7, identify which satisfy f(n)=n/P(n) (these are likely prime powers or semiprimes), and check density of n with f(n)>n^{1/2}","The objects are elementary (integers, largest prime factor, some arithmetic function f(n) likely related to Euler's totient or similar), and all three sub-questions are computationally approachable on small cases. However, the asymptotic third part requires analytic number theory depth, and f(n) is not explicitly defined in the excerpt, slightly obscuring the problem.","Characterise those composite $n$ such that $f(n) = n/P(n)$, where $P(n)$ is the largest prime dividing $n$. Are there infinitely many composite $n$ such that $f(n) > n^{1/2}$? Is it true that, for every composite $n$, $$f(n) \ll_A \frac{n}{(\log n)^A}$$ for every $A > 0$?"
